zip,propertyAction,actualAmountPaid,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39365,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38963,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38618,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
38864,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39482,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38611,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39443,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39350,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39094,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38834,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39154,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3878.0,8043,1.0,20069278.0,0.0,0.0
38610,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38833,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39422,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39066,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39737,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39117,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38940,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38927,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39140,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38927,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
29110,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38610,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39338,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38870,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38611,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38963,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38680,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39176,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38917,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38614,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39346,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
39705,Safe Room/Wind Shelter,38484.0,8043,1.0,20069278.0,0.0,0.0
38922,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39645,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39191,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39083,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39747,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39169,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38614,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38949,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39153,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39666,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38878,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38941,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38665,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39573,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39062,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38826,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
38673,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38967,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39443,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39044,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39767,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38954,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39769,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39051,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,38448.0,8043,1.0,20069278.0,0.0,0.0
38929,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38839,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38658,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39154,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38856,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39367,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39090,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39211,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38654,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38849,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38639,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38858,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38820,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38618,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38946,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39211,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38647,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38922,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39168,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39204,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39746,Safe Room/Wind Shelter,3878.0,8043,1.0,20069278.0,0.0,0.0
38876,Safe Room/Wind Shelter,38484.0,8043,1.0,20069278.0,0.0,0.0
38893,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39194,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38869,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38826,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38901,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38833,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38804,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39364,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39116,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38915,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38614,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39744,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38921,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38611,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38873,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39654,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39423,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39743,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39042,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39360,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38869,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38948,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39119,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39481,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38655,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39327,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38637,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39301,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38868,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39755,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38614,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38655,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39332,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39443,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
28858,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39212,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39479,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39730,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38753,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38641,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39366,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39111,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39482,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39364,Safe Room/Wind Shelter,38484.0,8043,1.0,20069278.0,0.0,0.0
39556,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39346,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38860,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38953,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39108,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38916,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38829,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38676,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39166,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39755,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38948,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38925,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39078,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39039,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38631,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39426,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38658,Safe Room/Wind Shelter,3834.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38801,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38601,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39705,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38618,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39571,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39175,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39865,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38957,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38829,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38621,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38801,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39361,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38672,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39272,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38659,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38914,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38940,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39482,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39183,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38603,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38949,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39092,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38668,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
39082,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39702,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39740,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38952,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39218,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38643,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39451,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38865,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38852,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39097,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39556,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38629,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38618,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38843,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38666,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38864,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39153,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39038,Safe Room/Wind Shelter,38448.0,8043,1.0,20069278.0,0.0,0.0
38753,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38603,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38801,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39169,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39039,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39272,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39451,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38676,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38921,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38948,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38804,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38841,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38656,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38804,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39740,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
3896,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39146,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38866,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38876,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39648,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39042,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39462,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39330,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38627,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38673,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39066,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39044,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39750,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38751,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39345,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38626,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39114,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38851,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38842,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38654,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39577,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38754,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38866,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38922,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38826,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38873,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38841,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39114,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39641,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38627,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38606,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38838,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39338,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38621,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39117,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38629,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38925,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39040,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39095,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38658,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38855,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38610,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39427,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38880,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39168,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38876,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39476,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38920,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38658,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39560,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39063,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38834,Safe Room/Wind Shelter,2250.0,8043,1.0,20069278.0,0.0,0.0
38963,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38859,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
36730,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39114,Safe Room/Wind Shelter,348.0,8043,1.0,20069278.0,0.0,0.0
38841,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38864,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38655,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38864,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39327,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38685,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38821,Safe Room/Wind Shelter,3868.0,8043,1.0,20069278.0,0.0,0.0
38720,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38665,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38940,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38949,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39422,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39332,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39040,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38859,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39116,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39475,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38650,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38666,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
